brand_name,inn_raw,full_text,strength
OXIMAL,,OXIMAL 15mg Comp.Séc. Fl 7,15mg
OXIMAL,,OXIMAL 15mg Sol.Inj. Bt 3/1.5ml,15mg
OXYBOLDINE,,OXYBOLDINE 0.5mg Comp.Efferv. Bt 2x12,5mg
OXYBTAN,,OXYBTAN 5mg Comp.Séc. Bt 60,5mg
OXYNORM,,OXYNORM 10mg Gél. Bt 56,10mg
OXYNORM,,OXYNORM 20mg Gél. Bt 56,20mg
OXYNORM,,OXYNORM 5mg Gél. Bt 56,5mg
OXYTETRACYCLINE,,OXYTETRACYCLINE 0.5% Pde.Opht. Tb 5gr,5g
OXYTETRACYCLINE,,OXYTETRACYCLINE 250mg Comp.Enr. Bt 20,250mg
OXYTETRACYCLINE,,OXYTETRACYCLINE 250mg Comp.Enr. Bt 500,250mg
OXYTETRACYCLINE,,OXYTETRACYCLINE 3% Pde.Derm. Tb 15gr,15g
OXYTOCIN,F,OXYTOCIN GRINDEKS 5UI/ml Sol.Inj. Bt 10Amp./1ml (F),5UI
OZOTHINE,,OZOTHINE 10mg Supp Nourr Bt 10,10mg
OZOTHINE,,OZOTHINE DIPROPHYLLINE 30mg Supp. Enf. Bt 10,30mg
OZURDEX,,OZURDEX 700mcg Implant Bt 1Implant intravitréen,700mcg
P.N.D,,P.N.D Collyre Fl 3ml,3ml
P.N.D,,P.N.D Collyre Fl 5ml,5ml
PAINOFEN,,PAINOFEN Enf-Nour 100mg/5ml Susp.Buv. Fl 120ml,100mg
PAMISCAN,,PAMISCAN 300mg/ml Sol.Inj. Fl 100ml,300mg
PAMISCAN,,PAMISCAN 300mg/ml Sol.Inj. Fl 50ml,300mg
PAMISCAN,,PAMISCAN 370mg/ml Sol.Inj. Fl 100ml,370mg
PAMISCAN,,PAMISCAN 370mg/ml Sol.Inj. Fl 50ml,370mg
PANADOL,,PANADOL 1gr Comp.Pell.Séc. Bt 8,1g
PANADOL,,PANADOL 500mg Comp.Pell.Séc. Bt 16,500mg
PANADOL,,PANADOL 500mg Comp.Pell.Séc. Bt 8,500mg
PANADOL,,PANADOL EXTRA Comp.Pell. Bt 16,N/A
PANADOL,,PANADOL EXTRA Comp.Pell.Séc. Bt 8,N/A
PANOTILE,,PANOTILE Gttes.Auric. Fl 8ml,8ml
PANSORAL,,PANSORAL Gel Buccal Tb 15gr,15g
PANTOPRAL,,PANTOPRAL 20mg Comp.Gastro-résist. Fl 10,20mg
PANTOPRAL,,PANTOPRAL 20mg Comp.Gastro-résist. Fl 20,20mg
PANTOPRAL,,PANTOPRAL 20mg Comp.Gastro-résist. Fl 30,20mg
PANTOPRAL,,PANTOPRAL 40mg Comp.Gastro-résist. Fl 14,40mg
PANTOPRAL,,PANTOPRAL 40mg Comp.Gastro-résist. Fl 28,40mg
PANTOPRAL,,PANTOPRAL 40mg Comp.Gastro-résist. Fl 7,40mg
PARAC,,PARAC INFO 10mg/ml Sol.Inj.P.Perf. Poche 100ml,10mg
PARAC,,PARAC INFO 10mg/ml Sol.Inj.P.Perf. Poche 50ml,10mg
PARACETAMOL,,PARACETAMOL IPS 500mg Comp. Bt 16,500mg
PARACETYL,,PARACETYL ADULTES 6.5% Susp.Buv. Fl 125ml,125ml
PARACETYL,,PARACETYL Pediatrique 3% Sol.Buv. Fl 90ml,90ml
PARAGRIPPE,,PARAGRIPPE Comp. Bt 60,N/A
PARALGYL,,PARALGYL 1000 10mg/ml Sol.Inj. Bt 24/100ml,10mg
PARALGYL,,PARALGYL 1000 10mg/ml Sol.Inj. Bt 6/100ml,10mg
PARALGYL,,PARALGYL 500 10mg/ml Sol.Inj. Bt 6/50ml,10mg
PARALVIT,,PARALVIT  300mg Suppo. Bt 10,300mg
PARALVIT,,PARALVIT 150mg Suppo. Bt 10,150mg
PARALVIT,,PARALVIT 500mg Comp.Efferv.Séc. Bt 2Tb/8,500mg
PARALVIT,,PARALVIT 80mg Suppo. Bt 10,80mg
PARALVIT,,PARALVIT ADULTES 600mg Suppo. Bt 10,600mg
PARALVIT,,PARALVIT PEDIATRIQUE 3% Sol.Buv. Fl 90ml,90ml
PARALVIT,,PARALVIT VITAMINE C Comp.Efferv. Bt 2Tb/10,N/A
PARAMED,,PARAMED 10mg/ml Sol.Inj.P. Perf. Bt 6poches multicouches/100ml,10mg
PARAMED,,PARAMED 10mg/ml Sol.Inj.P.Perf. Bt 6 Poches multicouches/100ml,10mg
PARAMED,,PARAMED 10mg/ml Sol.Inj.P.Perf. Bt 6 Poches PVC/100ml,10mg
PARAMED,,PARAMED 10mg/ml Sol.Inj.P.Perf. Bt 6 Poches PVC/50ml,10mg
PARAMED,,PARAMED 10mg/ml Sol.Inj.P.Perf. Bt 6poches pvc/50ml,10mg
PAREXAT,,PAREXAT 20mg Comp.Pell.Séc. Bt 14,20mg
PAREXAT,,PAREXAT 20mg Comp.Pell.Séc. Bt 30,20mg
PARKIZOL,,PARKIZOL 5mg Comp. Bt 50,5mg
PARKIZOL,,PARKIZOL Comp 5mg Bt 50,5mg
PAROXINE,,PAROXINE 20mg Comp.Pell.Séc. Bt 14,20mg
PAROXINE,,PAROXINE 20mg Comp.Pell.Séc. Bt 28,20mg
PAXELADINE,,PAXELADINE 0.2% Sirop Fl 125ml,125ml
PECTO,,PECTO 6 Ad. Sirop Fl 180ml,180ml
PECTO,,PECTO 6 Enf. Sirop Fl 150ml,150ml
PECTO,,PECTO 6 Nourr. Sirop Fl 125ml,125ml
PECTOLYSE,,PECTOLYSE AD SS Sucre 0.3% Sirop Fl 125ml,125ml
PECTOLYSE,,PECTOLYSE Ad. 0.3% Sirop Fl 125ml,125ml
PECTOLYSE,,PECTOLYSE ENFANT 0.1% Sirop Fl 125ml,125ml
PECTORAL,,PECTORAL ADULTE 60mg/100ml Sirop Fl 200ml,60mg
PEGASYS,F,PEGASYS 135mcg/ml Sol.Inj Bt 1 Fl/1ml (F),135mcg
PEMETREXED,,PEMETREXED NEAPOLIS 500mg Pdre.P.Prép.Inj. Bt 1Fl,500mg
PENAMOX,,PENAMOX 1gr Comp.Pell.Séc. Bt 12,1g
PENAMOX,,PENAMOX 250mg/5ml Pdre Susp.Or. Fl 100ml,250mg
PENAMOX,,PENAMOX 250mg/5ml Pdre.Susp.Or. Fl 100ml,250mg
PENAMOX,,PENAMOX 500 500mg Glés.P.Susp.Buv. Fl 100ml,500mg
PENAMOX,,PENAMOX 500mg Gél. Bt 24,500mg
PENAMOX,,PENAMOX Pdre/susp or 250mg/5ml Fl 60ml,250mg
PENI,,PENI G PANPHARMA 1MU Pdre.P.Prép.Inj. Bt 25Fl SS,N/A
PENI,,PENI G PANPHARMA 5MU Pdre.P.Prép.Inj. Bt 25 SS,N/A
PENI-V,,PENI-V 1000 000 UI Comp.Pell.Séc. Bt 12,000 UI
PENICILLINE,,PENICILLINE G UNIMED 1MUI Pdre.P.Prép.Inj. Bt 1Fl+Solv./5ml,5ml
PENICILLINE,,PENICILLINE G UNIMED 1MUI Pdre.Prép.Inj  Bt 25,N/A
PENICILLINE,,PENICILLINE G UNIMED 5MUI Pdre.P.Prép.Inj. Bt 10 Fl,N/A
PENSORDIL,,PENSORDIL 5mg Comp Subling. Bt 40,5mg
PENTASA,,PENTASA 1gr Glés. à  LP Bt 2x60 Sachets,1g
PENTASA,,PENTASA 1gr Suppo B/3X5,1g
PENTASA,,PENTASA 1gr Susp.Rect. Bt 7Fl/100ml,1g
PENTASA,,PENTASA 1gr Susp.Rect.Bt 5/100ml,1g
PENTASA,,PENTASA 500mg Comp. Bt 100,500mg
PENTAXIM,F,PENTAXIM Susp.Inj. Bt 1Fl+ Ser. Pré-remplie/0.5ml (F),5ml
PENTOP,,PENTOP 20mg Gél. Gastro-résist. Bt 16,20mg
PENTOP,,PENTOP 40mg Gél. Bt 16,40mg
PENTOXIPHAT,,PENTOXIPHAT LP 400mg Comp.Enr. Bt 24,400mg
PEPSANE,,PEPSANE Gel. or. Sach. Bt 30,N/A
PERGOVERIS,F,PERGOVERIS 150UI/75UI Pdre.P.Prép.Inj. Bt 1Fl de lyoph +1Fl Solv. /1ml (F),150UI
PERGOVERIS,F,PERGOVERIS 150UI/75UI Pdre.P.Prép.Inj. Bt 1Fl lyoph.+ 1Fl Solv./1ml (F),150UI
PERIDYS,,PERIDYS 1mg/ml Susp.Buv. Fl 200ml,1mg
PERIKABIVEN,,PERIKABIVEN 1000Kcal Emul.Inj. Poches Tricomp.Suremballées 1400ml  Bt 1,1400ml
PERIKABIVEN,,PERIKABIVEN 1400Kcal Emul.Inj. Poches Tricomp. Suremballées 1920ml Bt1,1920ml
PERILAX,,PERILAX Sol.Buv. Fl 200ml,200ml
PERILIUM,,PERILIUM 10mg Comp.Pell. Bt 40,10mg
PERILIUM,,PERILIUM 1mg/ml Susp.Buv. Fl 200ml,1mg
PERINASE,,PERINASE 50µg Spray Nasale Fl 120Doses,50µg
PERINDO-PRIL,,PERINDO-PRIL 4mg Comp.Séc. Bt 30,4mg
PERINDO-PRIL,,PERINDO-PRIL 8mg Comp.Séc. Bt 30,8mg
PERINDOMIDE,,PERINDOMIDE 4mg/1.25mg Comp. Bt 30,4mg
PERIOLIMEL,0.4L+0.8L+0.8L,PERIOLIMEL N4E Emul. Inj. Bt 4 Poches/2l en 3 compartiments (0.4L+0.8L+0.8L),N/A
PERISPASM,,PERISPASM 80mg Comp.Orodisp. Bt 10,80mg
PERISPASM,,PERISPASM 80mg Comp.Orodisp. Bt 30,80mg
PERJETA,F,PERJETA 420mg Sol.Inj.P.Perf. Bt 1Fl De Lyophilisat /14ml (F),420mg
PERMIXON,,PERMIXON 160mg Caps. Molle Bt 60,160mg
PEROX,,PEROX EAU OXYGENEE STABILISEE CODEX  10 Volumes Sol.Ext. Fl 120ml,120ml
PEROZYL,,PEROZYL 1% Crème Derm. Tb 30gr,30g
PEROZYL,,PEROZYL 1% Pdre. à Usage Externe Fl 30gr,30g
PEROZYL,,PEROZYL 1% Spray Sol. Bt 1Fl/30gr,30g
PETHIDINE,,PETHIDINE Amp inj 100mg/2ml Bt 10,100mg
PHARMATEX,,PHARMATEX 18.9mg Ovule Bt 20,9mg
PHENASPIRINE,,PHENASPIRINE 1cg Suppo. Bt 10,N/A
PHENASPIRINE,,PHENASPIRINE 2cg Suppo. Bt 10,N/A
PHENASPIRINE,,PHENASPIRINE Enf. 2cg Suppo. Bt 100,N/A
PHENASPIRINE,,PHENASPIRINE Nourr. 1cg Suppo. Bt 100,N/A
PHENOBARBITAL,,PHENOBARBITAL 50 50mg Comp.Séc. Bt 30,50mg
PHENOBARBITAL,,PHENOBARBITAL 50mg Comp.Séc. Bt 750,50mg
PHENTOLEP,,PHENTOLEP 250mg/5ml Sol.Inj. Bt 5/5ml,250mg
PHILADERM,,PHILADERM  1% Crème Derm. Tb 30gr,30g
PHILADERM,,PHILADERM 1% Crème Derm. Tb 15gr,15g
PHILADERM,,PHILADERM 2% Emulsion Fl 30gr,30g
PHILAZOLE,,PHILAZOLE SHAMPOOING 2% Shamp. Fl 100ml,100ml
PHLORO,,PHLORO 80mg Comp.Orodisp. Bt 30,80mg
PHLORO,,PHLORO 80mg Comp.Orodisper. Bt 10,80mg
PHLOROGLUCINOL,,PHLOROGLUCINOL MYLAN 80mg Comp.Orodisp. Bt 10,80mg
PHOCYTAN,,PHOCYTAN 0.66mmol/ml Sol.Inj. 10ml BT 50/10ml,10ml
PHYSIOL,,"PHYSIOL 0,9% Sol opht ORL Bt15x10 ml",10 ml
PHYSIOL,,PHYSIOL 0.9% Sol. Ophta-Orl Stérile et Inj. Bt 100/10ml,10ml
PHYSIOL,,PHYSIOL 0.9% Sol. Ophta-ORL Stérile Inj. Bt 100/5ml,5ml
PHYSIOL,,PHYSIOL 0.9% Sol.Opht. ORL Bt 10/5ml,5ml
PHYSIOL,,PHYSIOL 0.9% Sol.Opht. ORL Bt 15/10ml,10ml
PHYSIOTENS,,PHYSIOTENS 0.2mg Comp.Pell. Bt 30,2mg
PHYSIOTENS,,PHYSIOTENS 0.4mg Comp.Pell. Bt 30,4mg
PHYTOMENADIONE,,PHYTOMENADIONE 10mg Sol.Inj. Bt 6/1ml,10mg
PIASCLEDINE,,PIASCLEDINE 300mg Gél. Bt 15,300mg
PICOPREP,,PICOPREP Pdre.P.Sol.Or. Bt 2 Sachets,N/A
PIDOGREL,,PIDOGREL 75mg Comp.Pell. Bt 30,75mg
PIDOGREL,,PIDOGREL 75mg Comp.Pell. Bt 60,75mg
PIDOGREL,,PIDOGREL 75mg Comp.Pell. Bt 90,75mg
PILOLOL,,PILOLOL Collyre Fl 5ml,5ml
PIPERACILLINE/TAZOBACTAM,,PIPERACILLINE/TAZOBACTAM 4gr/500mg Pdre.P.Susp.Inj. Bt 1Fl,4g
PIPERACILLINE/TAZOBACTAM,,PIPERACILLINE/TAZOBACTAM KABI 4gr/500mg Pdre.P.Sol.P.Perf. Bt 10Fl,4g
PIPERAL,,PIPERAL 2gr Pdre.P.Prép.Inj. Bt 1Fl +Solv./10ml,2g
PIRACET,,PIRACET 20% Sol.Buv. Fl 125ml,125ml
PIRACET,,PIRACET 400mg Comp.Pell. Bt 60,400mg
PIRACET,,PIRACET 800mg Comp.Pell.Séc. Bt 60,800mg
PIRADIUM,,PIRADIUM 10mg Comp.Pell. Bt 40,10mg
PIRALDENE,,PIRALDENE 20 20mg/ml Sol.Inj. Bt 2/1ml,20mg
PIROXEN,,PIROXEN 20mg Sol.Inj. Bt 2/1ml,20mg
PIROXEN,,PIROXEN 20mg Sol.Inj. Bt 50/1ml,20mg
PIROXEN,,PIROXEN DISPERSIBLE 20mg Comp.Disper. Bt 12,20mg
PIROXEN,,PIROXEN DISPERSIBLE 20mg Comp.Sol. Bt 12,20mg
PIROXICAM,,PIROXICAM SIMED GEL MENTHOLE 0.5% Gel Derm. Tb 50gr,50g
PIVALONE,,PIVALONE 1% Susp.nas. Fl 10ml,10ml
PIZOFEN,,PIZOFEN 0.5mg Comp.Pell. Bt 30,5mg
PIZOTIFENE,,PIZOTIFENE SIMED 0.25mg/5ml Sirop Fl 150ml,25mg
PLAGREL,,PLAGREL 75mg Comp.Pell. Bt 28,75mg
PLAGREL,,PLAGREL 75mg Comp.Pell. Bt 30,75mg
PLAGREL,,PLAGREL 75mg Comp.Pell. Bt 90,75mg
PLAQUENIL,,PLAQUENIL 200mg Comp.Pell. Bt 30,200mg
PLASMION,,PLASMION 3% Sol.Inj.P.Perf. 20Poches de 500ml/Carton,500ml
PLAVIX,,PLAVIX 300mg Comp.Pell. Bt 4,300mg
PLAVIX,,PLAVIX 75mg Comp.Pell. Bt 28,75mg
PLEGRIDY,F,PLEGRIDY 125µg/0.5ml Sol.Inj. Bt 2Stylos/0.5ml (F),125µg
PLEGRIDY,1de chaque dosage,PLEGRIDY 94µg/0.5ml -63µg/0.6ml Sol.Inj. Bt 2Stylos/0.5ml (1de chaque dosage) (F),94µg
PMS,,PMS CHOLESTYRAMINE 4gr Pdre Susp. Or. B/30 Sach.,4g
PMS-BACLOFEN,,PMS-BACLOFEN 10mg Comp. Fl 100,10mg
PMS-BOSENTAN,,PMS-BOSENTAN 125mg Comp. Bt 60,125mg
PMS-BOSENTAN,,PMS-BOSENTAN 62.5mg Comp. Bt 60,5mg
PMS-CLONAZEPAM,,PMS-CLONAZEPAM 2mg Comp.Séc. Fl 100,2mg
PMS-DEXAMETHASONE,,PMS-DEXAMETHASONE 4mg Comp. Bt 100,4mg
POLAR,,POLAR 10mg Comp.Pell. Bt 30,10mg
POLAR,,POLAR 10mg Comp.Pell. Bt 90,10mg
POLAR,,POLAR 5mg Comp.Pell. Bt 30,5mg
POLAR,,POLAR 5mg Comp.Pell.Séc. Bt 90,5mg
POLERY,,POLERY Adultes Sirop Fl 200ml,200ml
POLERY,,POLERY Enfant Sirop Fl 125ml,125ml
POLYDEXA,,POLYDEXA Sol.Auric. Fl 10.5ml,5ml
POLYGYNAX,,POLYGYNAX Caps.Gyn. Bt 6,N/A
POMMADE,,POMMADE A L'ARNICA 4% Pde.Derm. Tb 20gr,20g
PRADAXA,,PRADAXA 110mg Gél. Bt 30,110mg
PRADAXA,,PRADAXA 110mg Gél. Bt 60,110mg
PRADAXA,,PRADAXA 75mg Gél. Bt 30,75mg
PRADIS,,PRADIS 10mg Suppo. Bt 10,10mg
PRADIS,,PRADIS 5mg/5ml Sol.Buv. Fl 200ml,5mg
PRADIS,,PRADIS FORT Ad. 0.4% Gttes.Buv. Fl 30ml,30ml
PRAMIDYL,,PRAMIDYL 10 10mg/2ml Sol.Inj. Bt 4/2ml,10mg
PRAMIDYL,,PRAMIDYL 10 10mg/2ml Sol.Inj. Bt 50/2ml,10mg
PRAMIDYL,,PRAMIDYL PER OS 0.1% Sol.Buv. Fl 200ml,200ml
PRANZA,,PRANZA 10mg Comp.Orodisp. Bt 30,10mg
PRANZA,,PRANZA 5mg Comp.Orodisp. Bt 30,5mg
PRAVAST,,PRAVAST 20mg Comp.Séc. Bt 30,20mg
PRAVASTATINE,,PRAVASTATINE SANOFI  20mg Comp.Séc. Bt 28,20mg
PRAXILENE,,PRAXILENE 200 200mg Comp.Pell. Bt 20,200mg
PRAZOR,,PRAZOR 15mg Gél. Bt 16,15mg
PRAZOR,,PRAZOR 15mg Gél. Bt 400,15mg
PRAZOR,,PRAZOR 30mg Gél. Bt 16,30mg
PREDNICORT,,PREDNICORT 20mg Comp.Orodisp. Bt 10,20mg
PREDNICORT,,PREDNICORT 20mg Comp.Orodisp. Bt 20,20mg
PREDNISONE,,PREDNISONE 5mg Comp. Bt 30,5mg
PREDNISONE,,PREDNISONE 5mg Comp. Bt 750,5mg
PREGAB,,PREGAB 150mg Gél. Bt 30,150mg
PREGAB,,PREGAB 150mg Gél. Bt 60,150mg
PREGAB,,PREGAB 50mg Gél. Bt 30,50mg
PREGAB,,PREGAB 75mg Gél. Bt 14,75mg
PREGAB,,PREGAB 75mg Gél. Bt 30,75mg
PREPIDIL,F,PREPIDIL GEL STERILE INTRACERVICAL 0.5mg/2.5ml Gel Vaginal Ser./2.5ml+cathéter (F),5mg
PRERICA,,PRERICA 150mg Gél. Bt 32,150mg
PRERICA,,PRERICA 150mg Gél. Bt 56,150mg
PRERICA,,PRERICA 150mg Gél. Bt 96,150mg
PRERICA,,PRERICA 75mg Gél. Bt 14,75mg
PRERICA,,PRERICA 75mg Gél. Bt 28,75mg
PRERICA,,PRERICA 75mg Gél. Bt 56,75mg
PREVENAR,F,PREVENAR 13 Susp.Inj. Bt 1Fl/0.5ml (F),5ml
PREVENSYL,,PREVENSYL 10mg Gél. Bt 30,10mg
PREVENSYL,,"PREVENSYL 2,5mg Gél. Bt 30",5mg
PREVENSYL,,PREVENSYL 5mg Gél. Bt 30,5mg
PRILIA,,PRILIA 5% Crème Derm. Tb 30gr,30g
PRILIA,,PRILIA 5% Crème Derm. Tb Monodose/5gr+2 Pansements Occlusifs,5g
PRIMAGAL,,PRIMAGAL 500mg/500mg Pdre.P.Susp.Inj. Bt 1Fl/20ml,500mg
PRIMALAN,,PRIMALAN 0.03% Sirop Fl 120ml,120ml
PRIMALAN,,PRIMALAN 5mg Comp.Séc. Bt 10,5mg
PRIMALAN,,PRIMALAN 5mg Comp.Séc. Bt 14,5mg
PRIMALAN,,PRIMALAN FORT 10mg Comp.Séc. Bt 15,10mg
PRIMAPRED,,PRIMAPRED 20mg Comp.Orodisp. Bt 20,20mg
PRIMAPRED,,PRIMAPRED 20mg Comp.Orodisp.Séc. Bt 10,20mg
PRIMENE,,PRIMENE Fl inj/perf 10% Fl 250ml,250ml
PRIMOLUT-NOR,,PRIMOLUT-NOR 10mg Comp.Séc. Bt 30,10mg
PRIMPERAN,,"PRIMPERAN 0,1% Sol.Buv. Fl 200ml",200ml
PRIMPERAN,,PRIMPERAN 10mg Comp.Séc. Bt 40,10mg
PRIMPERAN,,PRIMPERAN 10mg Comp.Séc. Bt 500,10mg
PRIMPERAN,,PRIMPERAN 10mg Sol. Inj. Bt 4/2ml,10mg
PRIORIX,F,PRIORIX Pdre.P.Prép.Inj. Bt 1Fl+Ser./0.5ml+2 Aiguilles (F),5ml
PRIZMA,,PRIZMA 4gr/500mg Pdre.P.Prép.Inj. Bt 1Fl,4g
PROCARDIN,,PROCARDIN 75mg Comp. 75mg Bt 120,75mg
PROCARDIN,,PROCARDIN 75mg Comp. Bt 120,75mg
PROCORALAN,,PROCORALAN 5mg Comp.Pell. Bt 56,5mg
PROCORALAN,,PROCORALAN 7.5mg Comp.Pell. Bt 56,5mg
PRODYS,,PRODYS 100mg Comp.Pell. Bt 15,100mg
PROFENID,,PROFENID 100mg Comp.Pell. Bt 15,100mg
PROFENID,,PROFENID 100mg Comp.Pell. Bt 30,100mg
PROFENID,,PROFENID IM 100mg/2ml Sol.Inj. Bt 2/2ml,100mg
PROFENID,,PROFENID IM 100mg/2ml Sol.Inj. Bt 5/2ml,100mg
PROFENID,,PROFENID LP 200mg Gél. LP Bt 14,200mg
PROGEST,,PROGEST 200 200mg Suppo. Bt 15,200mg
PROGEST,,PROGEST 400 400mg Suppo. Bt 15,400mg
PROGESTERONE,,PROGESTERONE MYLAN 100mg Caps. Molle Bt 30,100mg
PROGESTERONE,,PROGESTERONE RETARD PHARLON 500mg Sol.Inj. Bt 3/2ml,500mg
PROGESTOGEL,,PROGESTOGEL 1% Gel Derm. Tb 80gr,80g
PROGRAF,,PROGRAF 1mg Gél. Bt 100,1mg
PROGRAF,,PROGRAF 5mg Gél. Bt 100,5mg
PROLACT,,PROLACT 0.5mg Comp.Séc. Fl 2,5mg
PROLACT,,PROLACT 0.5mg Comp.Séc. Fl 8,5mg
PROMETHAZINE,,PROMETHAZINE 25mg Comp.Drag. Bt 1000,25mg
PROMETHAZINE,,PROMETHAZINE 25mg Comp.Drag. Bt 20,25mg
PROPOFOL,,PROPOFOL FRESENIUS 10mg/ml Emuls.Inj. Bt 10Fl/50ml,10mg
PROPOFOL,,PROPOFOL FRESENIUS 10mg/ml Emuls.Inj. Bt 5Amp./20ml,10mg
PROPOFOL-LIPURO,,PROPOFOL-LIPURO 1% 10mg/ml Emul.Inj. Bt 1Fl/50ml,10mg
PROPOFOL-LIPURO,,PROPOFOL-LIPURO 1% 10mg/ml Emul.Inj. Bt 5Amp./20ml,10mg
PROSPAN,,PROSPAN 0.7gr Sirop Fl 100ml,7g
PROSTAM,,PROSTAM L.P 0.4mg Gél.à Liberation Prolongée Bt 90,4mg
PROSTAM,,PROSTAM L.P. 0.4mg Gél. à Libération Prolongée Bt 30,4mg
PROTHROMPLEX,F,PROTHROMPLEX TOTAL 600 IU Pdre.P.Prép.Inj. Bt 1Fl+Solv./20ml (F),20ml
PROTOGYL,,PROTOGYL 500mg Ovule Bt 10,500mg
PROTOPIC,,PROTOPIC 0.03% Pde.Derm. Tb 30gr,30g
PROTOPIC,,PROTOPIC 0.1% Pde.Derm.Tb 30gr,30g
PRUREX,,PRUREX 10% Crème Derm. Tb 40gr,40g
PSORIACORT,,PSORIACORT 0.05% Crème Derm. Tb 10gr,10g
PSORIACORT,,PSORIACORT 0.05% Gel Capillaire Fl 20gr,20g
PSORIACORT,,PSORIACORT 0.05% Pde.Derm. Tb 10gr,10g
PSORIASONE,,PSORIASONE 50mcg/0.5mg/gr Pde.Derm. Bt 2T/60gr,50mcg
PSORIASONE,,PSORIASONE 50mcg/0.5mg/gr Pde.Derm. Tb 60gr,50mcg
PULMICORT,,PULMICORT 0.5mg/2ml Sol.P.Inhal. Bt 20Doses/2ml,5mg
PULMOSERUM,,PULMOSERUM Sol.Buv. Fl 200ml,200ml
PURINETHOL,,PURINETHOL 50mg Comp.Séc. Bt 25,50mg
PURINOL,,PURINOL 100 100mg Comp.Séc. Bt 30,100mg
PURINOL,,PURINOL 300mg Comp.Séc. Bt 50,300mg
PURLEX,,PURLEX 10mg Comp.Pell.Séc. Bt 30,10mg
PURLEX,,PURLEX 20mg Comp.Pell. Bt 30,20mg
PYLERA,,PYLERA 125mg/125mg/140mg Gél. Bt 1Fl/120,125mg
PYOSTACINE,,PYOSTACINE 500 500mg Comp.Pell. Bt 16,500mg
PYRAZINAMIDE,,PYRAZINAMIDE 500mg Comp. Bt 1500,500mg
PYRIMAG,,PYRIMAG Sol.Buv. Bt 20 Sachets Doses/10ml,10ml
QUETAP,,QUETAP 100mg Comp.Pell. Bt 30,100mg
QUETAP,,QUETAP 100mg Comp.Pell. Bt 60,100mg
QUETAP,,QUETAP 200mg Comp.Pell. Bt 30,200mg
QUETAP,,QUETAP 200mg Comp.Pell. Bt 60,200mg
QUETAP,,QUETAP 25mg Comp.Pell. Bt 14,25mg
QUETAP,,QUETAP 25mg Comp.Pell. Bt 60,25mg
QUETAP,,QUETAP 300mg Comp.Pell. Bt 30,300mg
QUETAP,,QUETAP 300mg Comp.Pell. Bt 60,300mg
QUETAP,,QUETAP 50 50 mg Comp.Pell. Bt 30,50 mg
QUETAP,,QUETAP 50mg Comp.Pell. Bt 60,50mg
QUIETUDE,,QUIETUDE Sirop Fl 200ml,200ml
QUINOLOX,,QUINOLOX 500mg Comp.Pell. Bt 14,500mg
QUINOLOX,,QUINOLOX 750mg Comp.Pell. Bt 14,750mg
R.LENS,,R.LENS Sol. Ext. Fl 250ml,250ml
RAFOREX,F,RAFOREX 12µg Susp.P.Inhal. Fl 100Doses (F),12µg
RAMIPRIL,,RAMIPRIL ZENTIVA 10mg Comp.Séc. Bt 28,10mg
RAMIPRIL,,RAMIPRIL ZENTIVA 2.5mg Comp.Séc. Bt 28,5mg
RAMIPRIL,,RAMIPRIL ZENTIVA 5mg Comp.Séc. Bt 28,5mg
RAMITEC,,RAMITEC 5mg Comp.Séc. Bt 30,5mg
RAPAMUNE,,RAPAMUNE 1mg Comp.Enr. Bt 30,1mg
RAPIFEN,,RAPIFEN 1mg 0.5mg/ml Sol.Inj. Bt 5/2ml,1mg
RAPIFEN,,RAPIFEN 1mg/2ml Sol.Inj. Bt 5/2ml,1mg
RAPRIL,,RAPRIL 10mg Comp.Séc. Bt 30,10mg
RAPRIL,,RAPRIL 10mg Comp.Séc. Bt 90,10mg
RAPRIL,,RAPRIL 5mg Comp.Séc. Bt 30,5mg
RAPRIL,,RAPRIL 5mg Comp.Séc. Bt 90,5mg
RAXIDONE,,RAXIDONE 1mg/ml Sol.Buv. Fl 30ml,1mg
RAXIDONE,,RAXIDONE 1mg/ml Sol.Buv. Fl 60ml,1mg
RAXIDONE,,RAXIDONE 1mg/ml Sol.Buv. Fl 90ml,1mg
RAXIDONE,,RAXIDONE 2mg Comp.Pell.Séc. Bt 30,2mg
RAXIDONE,,RAXIDONE 2mg Comp.Pell.Séc. Bt 60,2mg
RAXIDONE,,RAXIDONE 4mg Comp.Pell.Séc. Bt 30,4mg
RAZON,,RAZON 20mg Comp.Gastro-résist. Bt 10,20mg
RAZON,,RAZON 20mg Comp.Gastro-résist. Bt 20,20mg
RAZON,,RAZON 20mg Comp.Gastro-résist. Bt 30,20mg
RAZON,,RAZON 40mg Comp.Gastro-résist. Bt 14,40mg
RAZON,,RAZON 40mg Comp.Gastro-résist. Bt 28,40mg
RAZON,,RAZON 40mg Comp.Gastro-résist. Bt 7,40mg
REBIF,F,REBIF 22µg 6MUI Sol.Inj. Bt 12Ser./0.5ml (F),22µg
REBIF,F,REBIF 22µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F),22µg
REBIF,F,REBIF 44µg 12MUI Sol.Inj. Bt 12Ser./0.5ml (F),44µg
REBIF,F,REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart /1.5ml (F),44µg
REBIF,F,REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F),44µg
