source,target,weight,severity,shared_drugs
Dihydrofolate Reductase Inhibitor Antimalarial,Sulfone,1,MODERATE,pyrimethamine
Alpha-1 Adrenergic Agonist,Sulfone,1,MODERATE,solution
Antimalarial,Azole Antifungal,1,CONTRAINDICATED,ketoconazole
Anti-Epileptic Agent,Antimalarial,1,CONTRAINDICATED,phenytoin
Antimalarial,Muscle Relaxant,1,CONTRAINDICATED,usp
Antimalarial,Estrogen,1,CONTRAINDICATED,estradiol
Antimalarial,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Antimalarial,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,CONTRAINDICATED,retrovir
Antimalarial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Angiotensin 2 Receptor Blocker,Endothelin Receptor Antagonist,1,CONTRAINDICATED,amlodipine
Endothelin Receptor Antagonist,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,rosuvastatin
Endothelin Receptor Antagonist,Estrogen,1,CONTRAINDICATED,estradiol
Cytochrome P450 3A Inhibitor,Endothelin Receptor Antagonist,1,CONTRAINDICATED,ritonavir
Endothelin Receptor Antagonist,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Endothelin Receptor Antagonist,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Anti-Coagulant,Nonsteroidal Anti-Inflammatory Drug,1,MAJOR,aspirin
Anti-Coagulant,Central Nervous System Stimulant,1,MAJOR,acetaminophen
Anti-Coagulant,Osmotic Laxative,1,MAJOR,sodium chloride
Anticholinergic,Calcineurin Inhibitor Immunosuppressant,1,MODERATE,cyclosporine
Proteasome Inhibitor,Proton Pump Inhibitor,1,UNKNOWN,omeprazole
Bile Acid Sequestrant,Muscle Relaxant,1,UNKNOWN,usp
Adenosine Receptor Agonist,Mood Stabilizer,1,MAJOR,carbamazepine
Adenosine Receptor Agonist,Barbiturate,1,MAJOR,caffeine
Adenosine Receptor Agonist,Cardiac Glycoside,1,MAJOR,digoxin
Anti-Epileptic Agent,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,phenytoin
Histamine-2 Receptor Antagonist,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,cimetidine
Androgen,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,danazol
Macrolide Antimicrobial,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,clarithromycin
Macrolide,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,erythromycin
Mtor Inhibitor Immunosuppressant,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Mtor Inhibitor Immunosuppressant,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Alpha-1 Adrenergic Agonist,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,solution
Azole Antifungal,Vitamin D3 Analog,1,MODERATE,ketoconazole
Anti-Epileptic Agent,Vitamin D3 Analog,1,MODERATE,phenytoin
Mood Stabilizer,Vitamin D3 Analog,1,MODERATE,carbamazepine
General Anesthetic,Vitamin D3 Analog,1,MODERATE,ultane
Provitamin D2 Compound,Vitamin D3 Analog,1,MODERATE,vitamin d
Bile Acid Sequestrant,Vitamin D3 Analog,1,MODERATE,cholestyramine
Corticosteroid,Thalidomide Analog,1,MODERATE,dexamethasone
Fluoroquinolone Antibacterial,Thalidomide Analog,1,MODERATE,ciprofloxacin
Quinolone Antimicrobial,Thalidomide Analog,1,MODERATE,ofloxacin
Cardiac Glycoside,Thalidomide Analog,1,MODERATE,digoxin
Mtor Inhibitor Immunosuppressant,Thalidomide Analog,1,MODERATE,sirolimus
Azole Antifungal,Estrogen Receptor Antagonist,1,MAJOR,ketoconazole
Estrogen,Estrogen Receptor Antagonist,1,MAJOR,estradiol
Estrogen Receptor Antagonist,Rifamycin Antibacterial,1,MAJOR,rifampin
Androgen,Carbonic Anhydrase Inhibitor,1,CONTRAINDICATED,1%
Carbonic Anhydrase Inhibitor,Muscle Relaxant,1,CONTRAINDICATED,usp
Carbonic Anhydrase Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,sodium bicarbonate
Carbonic Anhydrase Inhibitor,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,famotidine
Carbonic Anhydrase Inhibitor,Methylxanthine,1,CONTRAINDICATED,theophylline
Carbonic Anhydrase Inhibitor,Central Alpha-2 Adrenergic Agonist,1,CONTRAINDICATED,clonidine
Calcineurin Inhibitor Immunosuppressant,Carbonic Anhydrase Inhibitor,1,CONTRAINDICATED,cyclosporine
Carbonic Anhydrase Inhibitor,Folate Analog Metabolic Inhibitor,1,CONTRAINDICATED,methotrexate
Carbonic Anhydrase Inhibitor,Central Nervous System Stimulant,1,CONTRAINDICATED,amphetamine
Antirheumatic Agent,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,ketoprofen
Antirheumatic Agent,Loop Diuretic,1,MODERATE,furosemide
Antirheumatic Agent,Histamine-2 Receptor Antagonist,1,MODERATE,cimetidine
Antirheumatic Agent,Peroxisome Proliferator Receptor Alpha Agonist,1,MODERATE,pioglitazone
Antirheumatic Agent,Estrogen,1,MODERATE,estradiol
Antirheumatic Agent,Fluoroquinolone Antibacterial,1,MODERATE,ciprofloxacin
Antirheumatic Agent,Quinolone Antimicrobial,1,MODERATE,ofloxacin
Antirheumatic Agent,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,MODERATE,zidovudine
Antirheumatic Agent,Microtubule Inhibitor,1,MODERATE,paclitaxel
Antirheumatic Agent,Methylxanthine,1,MODERATE,theophylline
Antirheumatic Agent,Folate Analog Metabolic Inhibitor,1,MODERATE,methotrexate
Antirheumatic Agent,Pyrimidine Synthesis Inhibitor,1,MODERATE,teriflunomide
Antirheumatic Agent,Rifamycin Antibacterial,1,MODERATE,rifampin
Antimycobacterial,Nonsteroidal Anti-Inflammatory Drug,1,MAJOR,indomethacin
Angiotensin 2 Receptor Blocker,Antimycobacterial,1,MAJOR,valsartan
Antimycobacterial,Hmg-Coa Reductase Inhibitor,1,MAJOR,rosuvastatin
Antimycobacterial,Fluoroquinolone Antibacterial,1,MAJOR,ciprofloxacin
Aminosalicylate,Antimycobacterial,1,MAJOR,sulfasalazine
Antimycobacterial,Quinolone Antimicrobial,1,MAJOR,ofloxacin
Antimycobacterial,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,1,MAJOR,efavirenz
Antimycobacterial,Cardiac Glycoside,1,MAJOR,digoxin
Antimycobacterial,Oxazolidinone Antibacterial,1,MAJOR,linezolid
Antimycobacterial,Cytochrome P450 3A Inhibitor,1,MAJOR,ritonavir
Antimycobacterial,Folate Analog Metabolic Inhibitor,1,MAJOR,methotrexate
Macrolide Antimicrobial,Vitamin D2 Analog,1,MODERATE,clarithromycin
General Anesthetic,Vitamin D2 Analog,1,MODERATE,ultane
Provitamin D2 Compound,Vitamin D2 Analog,1,MODERATE,vitamin d
Bile Acid Sequestrant,Vitamin D2 Analog,1,MODERATE,cholestyramine
Macrolide,Vitamin D2 Analog,1,MODERATE,erythromycin
Cytochrome P450 3A Inhibitor,Vitamin D2 Analog,1,MODERATE,ritonavir
Macrolide,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Macrolide,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Aminoglycoside Antibacterial,Osmotic Diuretic,1,UNKNOWN,mannitol
Alpha-1 Adrenergic Agonist,Aminoglycoside Antibacterial,1,UNKNOWN,solution
Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Purine Antimetabolite,1,MAJOR,lamivudine
Cytochrome P450 3A Inhibitor,Purine Antimetabolite,1,MAJOR,ritonavir
Calcineurin Inhibitor Immunosuppressant,Purine Antimetabolite,1,MAJOR,cyclosporine
Platelet Aggregation Inhibitor,Purine Antimetabolite,1,MAJOR,dipyridamole
Phosphodiesterase 3 Inhibitor,Purine Antimetabolite,1,MAJOR,cilostazol
Antimetabolite,Phosphodiesterase 5 Inhibitor,1,MAJOR,cialis
Antimetabolite,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,MAJOR,retrovir
Gamma-Aminobutyric Acid-Ergic Agonist,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,ibu
Gamma-Aminobutyric Acid-Ergic Agonist,Muscle Relaxant,1,MODERATE,usp
Alpha-1 Adrenergic Agonist,Gamma-Aminobutyric Acid-Ergic Agonist,1,MODERATE,solution
Cytochrome P450 3A Inhibitor,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,metronidazole
Cytochrome P450 3A Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,lopid
Beta-Adrenergic Blocker,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,atenolol
Amide Local Anesthetic,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,lidocaine
Cytochrome P450 3A Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Aluminum Complex,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,sucralfate
Cytochrome P450 3A Inhibitor,General Anesthetic,1,CONTRAINDICATED,ultane
Cytochrome P450 3A Inhibitor,Phenothiazine,1,CONTRAINDICATED,perphenazine
Cytochrome P450 3A Inhibitor,Sulfone,1,CONTRAINDICATED,dapsone
Antimalarial,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,atovaquone
Cytochrome P450 3A Inhibitor,Macrolide,1,CONTRAINDICATED,erythromycin
Cytochrome P450 3A Inhibitor,Glinide,1,CONTRAINDICATED,repaglinide
Cytochrome P450 3A Inhibitor,Methylxanthine,1,CONTRAINDICATED,theophylline
Cytochrome P450 3A Inhibitor,Dihydrofolate Reductase Inhibitor Antibacterial,1,CONTRAINDICATED,trimethoprim
Cytochrome P450 3A Inhibitor,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Aldehyde Dehydrogenase Inhibitor,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,disulfiram
Cytochrome P450 3A Inhibitor,Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,1,CONTRAINDICATED,valganciclovir
Alpha-1 Adrenergic Agonist,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,solution
Nitroimidazole Antimicrobial,Tumor Necrosis Factor Blocker,1,MAJOR,metronidazole
Fluoroquinolone Antibacterial,Tumor Necrosis Factor Blocker,1,MAJOR,ciprofloxacin
Aminosalicylate,Tumor Necrosis Factor Blocker,1,MAJOR,sulfasalazine
Quinolone Antimicrobial,Tumor Necrosis Factor Blocker,1,MAJOR,ofloxacin
Alkylating Drug,Tumor Necrosis Factor Blocker,1,MAJOR,cyclophosphamide
Methylxanthine,Tumor Necrosis Factor Blocker,1,MAJOR,theophylline
Calcineurin Inhibitor Immunosuppressant,Tumor Necrosis Factor Blocker,1,MAJOR,cyclosporine
Folate Analog Metabolic Inhibitor,Tumor Necrosis Factor Blocker,1,MAJOR,methotrexate
Androgen,Catechol-O-Methyltransferase Inhibitor,1,CONTRAINDICATED,1%
Anti-Epileptic Agent,Catechol-O-Methyltransferase Inhibitor,1,CONTRAINDICATED,phenytoin
Barbiturate,Catechol-O-Methyltransferase Inhibitor,1,CONTRAINDICATED,caffeine
Bile Acid Sequestrant,Catechol-O-Methyltransferase Inhibitor,1,CONTRAINDICATED,cholestyramine
Catechol-O-Methyltransferase Inhibitor,Macrolide,1,CONTRAINDICATED,erythromycin
Calcineurin Inhibitor Immunosuppressant,Catechol-O-Methyltransferase Inhibitor,1,CONTRAINDICATED,cyclosporine
Estrogen,L-Thyroxine,1,MODERATE,estrogens
Bile Acid Sequestrant,L-Thyroxine,1,MODERATE,cholestyramine
Anti-Epileptic Agent,Glinide,1,UNKNOWN,phenytoin
Glinide,Muscle Relaxant,1,UNKNOWN,soma
Estrogen,Glinide,1,UNKNOWN,estrogens
Alpha-Adrenergic Agonist,Glinide,1,UNKNOWN,epinephrine
Androgen,Glinide,1,UNKNOWN,danazol
Antimycobacterial,Glinide,1,UNKNOWN,isoniazid
Glinide,Macrolide,1,UNKNOWN,erythromycin
Central Alpha-2 Adrenergic Agonist,Glinide,1,UNKNOWN,clonidine
Glinide,Nicotinic Acid,1,UNKNOWN,niacin
Glinide,Rifamycin Antibacterial,1,UNKNOWN,rifampin
Blood Viscosity Reducer,Glinide,1,UNKNOWN,pentoxifylline
Glinide,Vasoconstrictor,1,UNKNOWN,angiotensin ii
Progestin,Proton Pump Inhibitor,1,MODERATE,omeprazole
Mood Stabilizer,Progestin,1,MODERATE,carbamazepine
Macrolide Antimicrobial,Progestin,1,MODERATE,clarithromycin
Macrolide,Progestin,1,MODERATE,erythromycin
Cytochrome P450 3A Inhibitor,Progestin,1,MODERATE,ritonavir
Calcineurin Inhibitor Immunosuppressant,Progestin,1,MODERATE,cyclosporine
Progestin,Substance P/Neurokinin-1 Receptor Antagonist,1,MODERATE,aprepitant
Progestin,Rifamycin Antibacterial,1,MODERATE,rifampin
Progestin,Tubulin Inhibiting Agent,1,MODERATE,griseofulvin
Azole Antifungal,Phosphodiesterase 4 Inhibitor,1,MAJOR,ketoconazole
Anti-Epileptic Agent,Phosphodiesterase 4 Inhibitor,1,MAJOR,phenytoin
Histamine-2 Receptor Antagonist,Phosphodiesterase 4 Inhibitor,1,MAJOR,cimetidine
Estrogen,Phosphodiesterase 4 Inhibitor,1,MAJOR,estradiol
Mood Stabilizer,Phosphodiesterase 4 Inhibitor,1,MAJOR,carbamazepine
General Anesthetic,Phosphodiesterase 4 Inhibitor,1,MAJOR,ultane
Macrolide,Phosphodiesterase 4 Inhibitor,1,MAJOR,erythromycin
Phosphodiesterase 4 Inhibitor,Rifamycin Antibacterial,1,MAJOR,rifampin
Methylxanthine,Peroxisome Proliferator Receptor Alpha Agonist,1,MODERATE,lopid
Barbiturate,Methylxanthine,1,MODERATE,caffeine
General Anesthetic,Methylxanthine,1,MODERATE,isoflurane
Dihydrofolate Reductase Inhibitor Antibacterial,Methylxanthine,1,MODERATE,trimethoprim
Methylxanthine,Progesterone,1,MODERATE,progesterone
Aldehyde Dehydrogenase Inhibitor,Methylxanthine,1,MODERATE,disulfiram
Dipeptidyl Peptidase 4 Inhibitor,Histamine-2 Receptor Antagonist,1,MODERATE,cimetidine
Dipeptidyl Peptidase 4 Inhibitor,Estrogen,1,MODERATE,estrogens
Anti-Anginal,Dipeptidyl Peptidase 4 Inhibitor,1,MODERATE,ranolazine
Antimycobacterial,Dipeptidyl Peptidase 4 Inhibitor,1,MODERATE,isoniazid
Dipeptidyl Peptidase 4 Inhibitor,Rifamycin Antibacterial,1,MODERATE,rifampin
Central Alpha-2 Adrenergic Agonist,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,xiclo
Anti-Epileptic Agent,Central Alpha-2 Adrenergic Agonist,1,MODERATE,phenytoin
Central Alpha-2 Adrenergic Agonist,Muscle Relaxant,1,MODERATE,soma
Central Alpha-2 Adrenergic Agonist,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,1,MODERATE,efavirenz
Central Alpha-2 Adrenergic Agonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Beta-Adrenergic Blocker,Cholinesterase Inhibitor,1,MODERATE,atenolol
Calcineurin Inhibitor Immunosuppressant,General Anesthetic,1,CONTRAINDICATED,ultane
Aminoglycoside Antibacterial,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,tobramycin
Calcineurin Inhibitor Immunosuppressant,Folate Analog Metabolic Inhibitor,1,CONTRAINDICATED,methotrexate
Calcineurin Inhibitor Immunosuppressant,Topoisomerase Inhibitor,1,CONTRAINDICATED,etoposide
Calcineurin Inhibitor Immunosuppressant,Glycopeptide Antibacterial,1,CONTRAINDICATED,vancomycin
Calcineurin Inhibitor Immunosuppressant,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Alpha-1 Adrenergic Agonist,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,solution
Folate Analog Metabolic Inhibitor,Platinum-Based Drug,1,MAJOR,cisplatin
Folate Analog Metabolic Inhibitor,General Anesthetic,1,MAJOR,ultane
Folate Analog Metabolic Inhibitor,Sulfone,1,MAJOR,dapsone
Folate Analog Metabolic Inhibitor,Purine Antimetabolite,1,MAJOR,azathioprine
Alpha-Adrenergic Agonist,Radiographic Contrast Agent,1,MODERATE,epinephrine
Anti-Epileptic Agent,Potassium Binder,1,MODERATE,phenytoin
Muscle Relaxant,Potassium Binder,1,MODERATE,usp
Potassium Binder,Sulfonylurea,1,MODERATE,glipizide
Peroxisome Proliferator Receptor Alpha Agonist,Potassium Binder,1,MODERATE,lopid
Potassium Binder,Xanthine Oxidase Inhibitor,1,MODERATE,allopurinol
Beta-Adrenergic Blocker,Potassium Binder,1,MODERATE,nebivolol
Alpha-Adrenergic Blocker,Potassium Binder,1,MODERATE,carvedilol
Fluoroquinolone Antibacterial,Potassium Binder,1,MODERATE,ciprofloxacin
Potassium Binder,Quinolone Antimicrobial,1,MODERATE,ofloxacin
Cardiac Glycoside,Potassium Binder,1,MODERATE,digoxin
General Anesthetic,Potassium Binder,1,MODERATE,ultane
Potassium Binder,Sodium-Glucose Cotransporter 2 Inhibitor,1,MODERATE,dapagliflozin
P2Y12 Platelet Inhibitor,Potassium Binder,1,MODERATE,clopidogrel
Calcineurin Inhibitor Immunosuppressant,Potassium Binder,1,MODERATE,tacrolimus
Dihydrofolate Reductase Inhibitor Antibacterial,Potassium Binder,1,MODERATE,trimethoprim
Potassium Binder,Vasoconstrictor,1,MODERATE,angiotensin ii
Azole Antifungal,Histamine-1 Receptor Antagonist,1,CONTRAINDICATED,ketoconazole
Histamine-1 Receptor Antagonist,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,cimetidine
Histamine-1 Receptor Antagonist,Macrolide,1,CONTRAINDICATED,erythromycin
Androgen,Gamma-Aminobutyric Acid A Receptor Agonist,1,MODERATE,1%
Azole Antifungal,Gamma-Aminobutyric Acid A Receptor Agonist,1,MODERATE,ketoconazole
Anti-Epileptic Agent,Gamma-Aminobutyric Acid A Receptor Agonist,1,MODERATE,phenytoin
Gamma-Aminobutyric Acid A Receptor Agonist,Histamine-2 Receptor Antagonist,1,MODERATE,cimetidine
Gamma-Aminobutyric Acid A Receptor Agonist,Mood Stabilizer,1,MODERATE,carbamazepine
Cardiac Glycoside,Gamma-Aminobutyric Acid A Receptor Agonist,1,MODERATE,digoxin
Gamma-Aminobutyric Acid A Receptor Agonist,Macrolide,1,MODERATE,erythromycin
Gamma-Aminobutyric Acid A Receptor Agonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Androgen Receptor Inhibitor,Anti-Epileptic Agent,1,MODERATE,phenytoin
Androgen Receptor Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,1,MODERATE,gemfibrozil
Androgen Receptor Inhibitor,Cardiac Glycoside,1,MODERATE,digoxin
Androgen Receptor Inhibitor,Methylxanthine,1,MODERATE,theophylline
Androgen Receptor Inhibitor,Rifamycin Antibacterial,1,MODERATE,rifampin
Nonsteroidal Anti-Inflammatory Drug,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,ketoprofen
Loop Diuretic,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,furosemide
Histamine-2 Receptor Antagonist,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,cimetidine
Peroxisome Proliferator Receptor Alpha Agonist,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,pioglitazone
Estrogen,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,estradiol
Fluoroquinolone Antibacterial,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,ciprofloxacin
Pyrimidine Synthesis Inhibitor,Quinolone Antimicrobial,1,UNKNOWN,ofloxacin
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,zidovudine
Microtubule Inhibitor,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,paclitaxel
Methylxanthine,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,theophylline
Folate Analog Metabolic Inhibitor,Pyrimidine Synthesis Inhibitor,1,UNKNOWN,methotrexate
Pyrimidine Synthesis Inhibitor,Rifamycin Antibacterial,1,UNKNOWN,rifampin
Azole Antifungal,Beta3-Adrenergic Agonist,1,MODERATE,ketoconazole
Beta3-Adrenergic Agonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Barbiturate,Platelet Aggregation Inhibitor,1,UNKNOWN,caffeine
Methylxanthine,Platelet Aggregation Inhibitor,1,UNKNOWN,theophylline
Antidote,Azole Antifungal,1,MODERATE,ketoconazole
Anti-Epileptic Agent,Antidote,1,MODERATE,phenytoin
Antidote,Histamine-2 Receptor Antagonist,1,MODERATE,cimetidine
Antidote,Mood Stabilizer,1,MODERATE,carbamazepine
Anthelmintic,Corticosteroid,1,CONTRAINDICATED,dexamethasone
Anthelmintic,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,cimetidine
Anthelmintic,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,metronidazole
Anthelmintic,Macrolide,1,CONTRAINDICATED,erythromycin
Anthelmintic,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,ritonavir
Anthelmintic,Methylxanthine,1,CONTRAINDICATED,theophylline
Benzodiazepine,Central Nervous System Stimulant,1,CONTRAINDICATED,clobazam
Azole Antifungal,Central Nervous System Stimulant,1,CONTRAINDICATED,ketoconazole
Central Nervous System Stimulant,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,simvastatin
Central Nervous System Stimulant,Fluoroquinolone Antibacterial,1,CONTRAINDICATED,ciprofloxacin
Central Nervous System Stimulant,Quinolone Antimicrobial,1,CONTRAINDICATED,ofloxacin
Central Nervous System Stimulant,Oxazolidinone Antibacterial,1,CONTRAINDICATED,linezolid
Central Nervous System Stimulant,Macrolide,1,CONTRAINDICATED,erythromycin
Central Nervous System Stimulant,Methylxanthine,1,CONTRAINDICATED,theophylline
Central Nervous System Stimulant,Partial Opioid Agonist,1,CONTRAINDICATED,buprenorphine
Central Nervous System Stimulant,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Central Nervous System Stimulant,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Aldehyde Dehydrogenase Inhibitor,Central Nervous System Stimulant,1,CONTRAINDICATED,disulfiram
Androgen,Vascular Endothelial Growth Factor Inhibitor,1,MAJOR,1%
Nucleoside Metabolic Inhibitor,Vascular Endothelial Growth Factor Inhibitor,1,MAJOR,fluorouracil
Platinum-Based Drug,Vascular Endothelial Growth Factor Inhibitor,1,MAJOR,carboplatin
Microtubule Inhibitor,Vascular Endothelial Growth Factor Inhibitor,1,MAJOR,paclitaxel
Alpha-1 Adrenergic Agonist,Calcitonin,1,UNKNOWN,solution
Alpha-Adrenergic Agonist,Potassium-Sparing Diuretic,1,MAJOR,epinephrine
Alpha-Adrenergic Agonist,Vesicular Monoamine Transporter 2 Inhibitor,1,CONTRAINDICATED,epinephrine
Cardiac Glycoside,Vesicular Monoamine Transporter 2 Inhibitor,1,CONTRAINDICATED,digoxin
Insulin,Muscle Relaxant,1,MODERATE,soma
Estrogen,Insulin,1,MODERATE,estrogens
Alpha-Adrenergic Agonist,Insulin,1,MODERATE,epinephrine
Androgen,Insulin,1,MODERATE,danazol
Antimycobacterial,Insulin,1,MODERATE,isoniazid
Central Alpha-2 Adrenergic Agonist,Insulin,1,MODERATE,clonidine
Insulin,Nicotinic Acid,1,MODERATE,niacin
Blood Viscosity Reducer,Insulin,1,MODERATE,pentoxifylline
Insulin,Vasoconstrictor,1,MODERATE,angiotensin ii
Nicotinic Acid,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,aspirin
Bile Acid Sequestrant,Nicotinic Acid,1,MODERATE,questran
Alpha-1 Adrenergic Agonist,Nicotinic Acid,1,MODERATE,solution
Leukotriene Receptor Antagonist,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,aspirin
Corticosteroid,Leukotriene Receptor Antagonist,1,MODERATE,prednisone
Anti-Epileptic Agent,Leukotriene Receptor Antagonist,1,MODERATE,phenytoin
Leukotriene Receptor Antagonist,Muscle Relaxant,1,MODERATE,500 mg
Leukotriene Receptor Antagonist,Peroxisome Proliferator Receptor Alpha Agonist,1,MODERATE,gemfibrozil
Estrogen,Leukotriene Receptor Antagonist,1,MODERATE,estradiol
Leukotriene Receptor Antagonist,Mood Stabilizer,1,MODERATE,carbamazepine
Cardiac Glycoside,Leukotriene Receptor Antagonist,1,MODERATE,digoxin
Leukotriene Receptor Antagonist,Macrolide,1,MODERATE,erythromycin
Leukotriene Receptor Antagonist,Methylxanthine,1,MODERATE,theophylline
Loop Diuretic,Prostaglandin Analog,1,CONTRAINDICATED,furosemide
Oxytocic,Prostaglandin Analog,1,CONTRAINDICATED,oxytocin
Alpha-1 Adrenergic Agonist,Prostaglandin Analog,1,CONTRAINDICATED,solution
Histamine-2 Receptor Antagonist,Potassium Channel Blocker,1,MODERATE,cimetidine
Gamma-Aminobutyric Acid-Ergic Agonist,Potassium Channel Blocker,1,MODERATE,baclofen
Dihydrofolate Reductase Inhibitor Antibacterial,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,indomethacin
